seller_key,seller_id,seller_zip_code_prefix,seller_city,seller_state,lat,lng
728,138dbe45fc62f1e244378131a6801526,2215,sao paulo,SP,-23.49120819109078,-46.58351234462944
729,5058e8c1e82653974541e83690655b4a,8583,itaquaquecetuba,SP,-23.44461881640023,-46.373790440983825
730,cd2169d9f31ff6fbb9ca3373b0c9e354,28633,nova friburgo,RJ,-22.237968106199997,-42.52670018086926
731,15aec03fe4cf30dfa574cf550f5ff5ff,21862,rio de janeiro,RJ,-22.86463341042827,-43.46691645552435
732,9674754b5a0cb32b638cec001178f799,4438,sao paulo,SP,-23.67692858649723,-46.669699743347245
733,c161d1327ebc3a156c09582ab2f59f6c,3521,sao paulo,SP,-23.547822291141422,-46.518654947446
734,4d232b78ab7ef10393dc3807d827bc0d,30120,belo horizonte,MG,-19.918409279679256,-43.94017020472439
735,23ff42c4bf1f8f16cddb19d8b972974a,37975,itau de minas,MG,-20.743832843701774,-46.75079011967817
736,d3dcf0604eabf0224fbd5948b5e02f69,3654,sao paulo,SP,-23.52547674800969,-46.51709112279124
737,49067458c68f7701fd334ce326accbe0,36050,juiz de fora,MG,-21.734454624927327,-43.348686822262415
738,dfa0c4c6229ab200a4a1336b4d7128ff,88085,florianopolis,SC,-27.606643857124915,-48.59233823168667
739,35281d148dcf7134bae913c57db4e6da,5171,sao paulo,SP,-23.477260455141785,-46.74963220413122
740,76833248bbc0e65a0293ec62023e4396,16200,birigui,SP,-21.29514956103053,-50.34302941703419
741,48e5ee06fb2dc74df1c711a9b6dfac2a,35540,oliveira,MG,-20.698539111736668,-44.82674774480954
742,2cb6eb1b7185064167657fa09f541105,34710,sabara,MG,-19.88044786978769,-43.90357002233693
743,0f7eea709efdf942b5f95c7516dbacd7,19865,pedrinhas paulista,SP,-22.81513690159189,-50.7905003410271
744,54583ab379489add547fe47b628db589,9810,sao bernardo do campo,SP,-23.719376562169025,-46.56538174536106
745,51e0557bc7b86de13e946c60ee91ce39,31510,belo horizonte,MG,-19.81456931462135,-43.96544730649254
746,0bebbb2cea103a4a020c95d43fd7d754,2515,sao paulo,SP,-23.510293125025857,-46.657706265611736
747,9da1ca0bef29ee170e541927a5aeabdc,15500,votuporanga,SP,-20.420096214705623,-49.97134811358099
748,6c7d50c24b3ccd2fd83b44d8bb34e073,19025,presidente prudente,SP,-22.099561148626933,-51.40663290468007
749,3faf68a3b0af94b10bac70d86077be49,13825,holambra,SP,-22.63428909222998,-47.053267986483284
750,05feb94f19d094d4b0f9281f0b1d4c99,8752,mogi das cruzes,SP,-23.541525205179425,-46.26214782215388
751,f650a9708fa1bab22bdd8d3a818cc415,88901,ararangua,SC,-28.942383207586193,-49.49840888518183
752,5cbbd5a299cab112b7bf23862255e43e,83324,pinhais,PR,-25.42504004381905,-49.18907631072484
753,07d75e33f2750d97d467fb57e4dfdd8a,2117,sao paulo,SP,-23.51974573775538,-46.59298684509419
754,8a8835a43bda99fd37310ad76c457510,9540,sao caetano do sul,SP,-23.625846026012187,-46.56660845640211
755,ca3bd7cd9f149df75950150d010fe4a2,4361,sao paulo,SP,-23.64368156031323,-46.66278057112259
756,323ce52b5b81df2cd804b017b7f09aa7,3306,sao paulo,SP,-23.54509363468721,-46.57552831123871
757,ebd1417732defaf66c50b5a800eb293e,86047,londrina,PR,-23.347956555370434,-51.167952189980085
758,76ea5315acb3f5f7ade3cd261faf922a,4213,sao paulo,SP,-23.592317558064885,-46.60195218484335
759,4b1eaadf791bdbbad8c4a35b65236d52,14092,ribeirao preto,SP,-21.1774947273759,-47.76831102590412
760,4cc43a222a0f94910728b62b97a8c5f8,14026,ribeirao preto,SP,-21.214927982319235,-47.8223225208609
761,bc503e244f187939d10c92a5c8e378ce,16200,birigui,SP,-21.29514956103053,-50.34302941703419
762,b6f52e346160519c24a23af05410ad32,1254,sao paulo,SP,-23.543647544483502,-46.67985341177536
763,70125af26c2d6d4ef401a1d02ae7701f,74435,goiania,GO,-16.664893157699886,-49.29892831114727
764,c84592044b180dec206770c38603814b,1026,sao paulo,SP,-23.539650455772748,-46.63217613622506
765,1caf283236cd69af44cbc09a0a1e7d32,26020,nova iguacu,RJ,-22.7320641046168,-43.44955792326596
766,ba90964cff9b9e0e6f32b23b82465f7b,7140,guarulhos,SP,-23.42985130927547,-46.49793467210024
767,5e9f5bd34e0830569f05c9d4f56e04a8,90560,porto alegre,RS,-30.021102483382304,-51.20304215941036
768,15fa791d5e017f66402dc28c44480657,3307,sao paulo,SP,-23.547041996817633,-46.5739813447349
769,20d83f3ef0e6925fd74bfd59170babf7,2804,sao paulo,SP,-23.483178022392924,-46.69812585910928
770,59417c56835dd8e2e72f91f809cd4092,13480,limeira,SP,-22.5707186648412,-47.403071398313244
771,a13580f0e8f782b7a543885a0ef99f08,22790,rio de janeiro,RJ,-23.013945234739644,-43.46302017493874
772,ccada0ef508e698917a6eab263375905,85948,pato bragado,PR,-24.625504809194315,-54.22716204532609
773,4bde6149c15cf7e177b36fa060dd6de8,99500,carazinho,RS,-28.291480903648107,-52.79032945247025
774,fe1bbc5feda5c8979a8a1b3b2512d5a6,38680,arinos,MG,-15.922557953732245,-46.10810020710096
775,23a0ffca143a15b9b5bbdb7d552f626a,13520,sao pedro,SP,-22.551291200877785,-47.906285220400285
776,32b8764b4ef628b53608fc34011fcc13,88504,lages,SC,-27.821744035398375,-50.34354990641139
777,e7df4cd29ab5abab70fb0783ddb53987,4122,sao paulo,SP,-23.602390968375413,-46.62173557517529
778,0432ead42b6c8a0bdf68154add917fdf,9320,maua,SP,-23.659890692613775,-46.441375932172576
779,7e959205cebc10adefcb331f934238a4,1223,sao paulo,SP,-23.54413787601823,-46.64925043558128
780,2a261b5b644fa05f4f2700eb93544f2c,13660,porto ferreira,SP,-21.867396479393847,-47.47862930181371
781,f680f85bee2d253556ac91be391d2c82,6365,carapicuiba,SP,-23.55319577960998,-46.850609817411225
782,3785b653b1b82de85ab47dd139938091,85640,ampere,PR,-25.91843963494469,-53.47382584818674
783,d379f449f2a3b271bc01c0782020f705,35500,divinopolis,MG,-20.140739463230393,-44.88335564137159
784,7ea5bfa6c340f58f8e71fc1f0412b0d6,30180,belo horizonte,MG,-19.926752781122897,-43.94672620842366
785,dc120d932ddf9d4dfb6fd68beefda622,83010,sao jose dos pinhais,PR,-25.542554560202504,-49.18227031520398
786,6902157ee16728322d61a1321fa79e58,1026,sao paulo,SP,-23.539650455772748,-46.63217613622506
787,f3041c2e75ec683697a6a5ea82192210,35680,itauna,MG,-20.07796639442475,-44.57574546064813
788,c54679b132454625907c773d273d4126,11443,guaruja,SP,-23.97885502246283,-46.20560811325592
789,d26aa40b90272d4843d63be7c1462c8d,3065,sao paulo,SP,-23.537394800898213,-46.578740884629745
790,a2fa0bdc798ee84cdb08281337cf4fb6,88063,florianopolis,SC,-27.68282963942306,-48.49114239379971
791,bd697db56ff8e7c9cd1abeb7f72029b2,3533,sao paulo,SP,-23.544546656729633,-46.51722071949134
792,2aafae69bf4c41fbd94053d9413e87ee,91901,porto alegre,RS,,
793,483ca627d131e18f988349b1655c0acd,13800,mogi mirim,SP,-22.4375731994598,-46.96584837430503
794,1a3df491d1c4f1589fc2b934ada68bf2,89224,joinville,SC,-26.2644292948846,-48.807462152760436
795,e81e1f9c3e762e620f3fb60a51499e16,89520,curitibanos,SC,-27.291210360795045,-50.577437374288365
796,4170f6a9367e6b5d6401d03ce6d54569,71906,brasilia df,DF,,
797,4e480be820e37de1444325ff358c9296,37410,tres coracoes,MG,-21.693351229048602,-45.25940943644632
798,6560211a19b47992c3666cc44a7e94c0,5849,sao paulo,SP,-23.652813228396795,-46.75622904308464
799,3da38366e7bd9baf6369071f782ecdf0,60346,fortaleza,CE,-3.723751289608379,-38.590393127153845
800,e3e290b38963293022cdcd6db8328103,1403,sao paulo,SP,-23.56908612978565,-46.65370758856972
801,70b52a4cfc823994561b00bad161b4ed,2727,sao paulo,SP,-23.496989209063976,-46.685687805160725
802,c1552b1dab6e6f760950368ae61fb600,12215,sao jose dos campos,SP,-23.186552155691334,-45.87192032406603
803,596849622429351f47b32e6cae1055ff,8710,mogi das cruses,SP,,
804,e6ffc9ac6a7adc9d16a1cfc2286dd546,2565,sao paulo,SP,-23.48663797997325,-46.66819309017628
805,bf0045791395e66460eb04749c68672a,4256,sao paulo,SP,-23.629241323622576,-46.591490044350095
806,718539d38d07dd351c76db862760e2e2,13088,campinas,SP,-22.85977105506692,-47.03837376855871
807,b76f4d90e85657a240495c876313adc5,13185,hortolandia,SP,-22.89213945984653,-47.173603543712765
808,979e9f8b5b39dd243a2550c8b05aecf0,4160,sao paulo,SP,-23.625439622300366,-46.61208243927651
809,22a23e5ac7061fc538cc2a019afaaf16,30310,belo horizonte,MG,-19.947044090696068,-43.92850618699166
810,0b90b6df587eb83608a64ea8b390cf07,87025,maringa,PR,-23.382360759042154,-51.928078277300344
811,9200e6ce317b67196b6b0bad4d4bd567,20771,rio de janeiro,RJ,-22.886668839836332,-43.279084058376796
812,4c60877808f4318ef1107fbeb8f89afa,12940,atibaia,SP,-23.114660872419602,-46.55304457385195
813,3bb32fedaa74e4ad20f4ce067733bd31,88210,porto belo,SC,-27.156918925167133,-48.56761529461856
814,ae8bfdbf1c2a2a2dee92d799db0a31c6,85900,toledo,PR,-24.72809956213685,-53.73934170911325
815,1927cdb9fa74f5270097f6250e8e8f34,17511,marilia,SP,-22.178513507946924,-49.95704153020205
816,8a87611c08849ffeeccab52aa798b6c7,82940,curitiba,PR,-25.4573015244662,-49.21743203295968
817,679769a98cfcc6da877c8486ff1c13f3,35162,ipatinga,MG,-19.4690489600068,-42.56413813518658
818,acf974e4d5950ad143a247471b831eb9,95059,caxias do sul,RS,-29.116168772113053,-51.12537662742017
819,20a7efa9721046319bdde5d60b6b5365,88790,laguna,SP,,
820,febab0275244b9a49a623f0bd613ca2f,13920,pedreira,SP,-22.741070713194695,-46.896738928118715
821,f3da5b2ff499efb8d4a6d371d175d7dd,2407,sao paulo,SP,-23.484620790664202,-46.62480974261673
822,436bf27f2f18474fc6047702e9f8a866,13041,campinas,SP,-22.920688425616063,-47.057212861573625
823,d2f3e277560ed4c6361284429b00f037,12942,atibaia,SP,-23.122872841153153,-46.560744672488156
824,cd843d4cf8ef32827de0396605163ba3,36071,juiz de fora,MG,-21.772902260434623,-43.31619269603936
825,67883baaae6134ee81b271a542613728,1310,sao paulo,SP,-23.560984899967682,-46.6567838494174
826,7dc9a3355bae96dd82008b313d3a456c,36213,dores de campos,MG,-21.109888276064485,-44.02314172990817
827,05e107217c7266362fd44b75b2cd4cc4,5353,sao paulo - sp,SP,,
828,1acde099eb406aa220b1169b188b42da,2532,sao paulo,SP,-23.499838127797325,-46.65542099215332
829,d97df38225e5abadaff1e72cb72b823c,9560,sao caetano do sul,SP,-23.632900785937903,-46.554207655344015
830,45213867cefbf2cd4c6177e10216a951,13603,araras,SP,-22.3494229749599,-47.40042951562731
831,61b893c57e33626afb104d4112b1be76,37142,divisa nova,MG,-21.509945362887084,-46.195571061551966
832,a420f60ff1aa9acc80d0e42959f2b313,5138,sao paulo,SP,-23.48492120993193,-46.73397150079088
833,ff4ea69c2a729e83e63c7579e4ef8170,7071,guarulhos,SP,-23.453379327751627,-46.56218063053474
834,fa5fdc4e4bb6bd1009ad0e4ac4096562,9111,santo andre,SP,-23.673238738080425,-46.489113668570745
835,916748bc99315c2d202898ae58b1617e,18040,sorocaba,SP,-23.50558801312256,-47.469820367393346
836,bc2ac6b95e1accce9858528ee566c17e,13085,campinas,SP,-22.79150104891422,-47.08066923679262
837,25debeafbce801fdd479539350185eee,17350,igaracu do tiete,SP,-22.515924338254298,-48.562778163060145
838,02c988090b766852e088c69d7fb3b551,13473,americana,SP,-22.720396033185754,-47.30774912191011
839,e5f9e61ceb5f523cc966e0f34095032f,88353,brusque,SC,-27.12335975116784,-48.911669671975304
840,ad97a199236354e53fcd91a5a913e9a2,88350,brusque,SC,-27.107621785804895,-48.93726397728216
841,3606774ec64634822d78dc2db6d37045,9510,sao caetano do sul,SP,-23.615556440781152,-46.57166990048411
842,94165aea8a35c3c21499cbcae239b16c,38412,uberlandia,MG,-18.95005500338459,-48.31118002823031
843,c8665a4dd081a2c436b1cd921079d0d9,14750,pitangueiras,SP,-21.01000725213904,-48.21929005048194
844,c7dcd301ecfe5ab7f778ac172cf74be7,30120,belo horizonte,MG,-19.918409279679256,-43.94017020472439
845,6c17baf138731a4aaacc3210adf2037b,14400,franca,SP,-20.539009300014076,-47.40125797243722
846,50c361bcf670d16f6df4d52de3dff924,4131,sao paulo,SP,-23.606967621468314,-46.618096741831714
847,32e5635e63cb374eb63afdd242fb6134,22451,rio de janeiro,RJ,-22.97517107056021,-43.24357160448603
848,c1f12f926d0ba950578b4fa41115cbb6,4317,sao paulo,SP,-23.642892153926887,-46.633156549014885
849,8602a61d680a10a82cceeeda0d99ea3d,1001,sao paulo,SP,-23.550312214055925,-46.63403045780417
850,c3acdfac4e3e97ff87529454fbc03642,5705,sao paulo,SP,-23.627335358076856,-46.721910151266556
851,fde0cc9ea29c8ccfc0a2c22256a58c71,81650,curitiba,PR,-25.49292249440385,-49.235697837206516
852,e63e8bfa530fb16910dd6956e592bb81,7160,guarulhos,SP,-23.41168047202263,-46.446657416452716
853,c4f7fee5b0db50e87766f5a4d1b1b758,18085,sorocaba,SP,-23.471718541358193,-47.435272632355776
854,d7485b33791774c36108f8c69602d48d,81020,curitiba,PR,-25.49075902808783,-49.28690500127513
855,515d781150feed28a6ac091bb0e3cb8c,79090,campo grande,MS,-20.47750405144616,-54.64897561436884
856,e908c0f3646e8b60375734a350d95d71,1226,sao paulo,SP,-23.538762710814552,-46.65296181708486
857,2646baaf662d4d92ac48f047e35db92d,3303,sao paulo,SP,-23.544951750113356,-46.584859570025095
858,13fa2a6c6b9d0f43cb588d7c82117a12,3567,sao paulo,SP,-23.539955748909847,-46.489604322295776
859,5343d0649eca2a983820bfe93fc4d17e,9270,santo andre,SP,-23.640662208083295,-46.494399916579006
860,7c9130f5f3729edd32aa059141d92484,17400,garca,SP,-22.21121761288043,-49.65852295736749
861,e4ebd3f87bf70440014f07ddda7fbe03,19470,presidente epitacio,SP,-21.77290009231687,-52.116870561345884
862,33a17d60c64393351ebf1ef860f4e0f2,91510,porto alegre,RS,-30.071006730725347,-51.17791780431014
863,640e21a7d01df7614a3b4923e990d40c,14940,ibitinga,SP,-21.757225105309477,-48.82954113566027
864,d57e18d5f73c7ccb7f7339b61166898d,3613,sao paulo,SP,-23.519139628974912,-46.533368518678124
865,dd2bdf855a9172734fbc3744021ae9b9,31255,belo horizonte,MG,-19.86963430072193,-43.950959989265286
866,9d213f303afae4983637247556438ede,14940,ibitinga,SP,-21.757225105309477,-48.82954113566027
867,aadfe0417e61315688b6bd7043361e25,74340,goiania,GO,-16.717493095089143,-49.310676637653465
868,079d295dcbf06ee8bb1b65ba964eb2b6,2124,sao paulo,SP,-23.506046635852453,-46.57711100614267
869,55c26bcb609f480eb7868594245febb5,14910,tabatinga,SP,-21.73706334787352,-48.68756876841966
870,cbf09e831b0c11f6f23ffb51004db972,9726,sbc/sp,SP,,
871,7fdb0720c8d7c9075538b365dc8c3a22,85904,toledo,PR,-24.711284227637968,-53.74789122193225
872,933446e9a59dece7ae9175103820ca8f,81730,curitiba,PR,-25.50856745422061,-49.22660380826142
873,3f8247d0f772ffa58560e5c682521ad5,89211,joinville,SC,-26.33164627199984,-48.84970542893448
874,e46bc031f2c5bae4ccb40bb90712e9b4,5174,sao paulo,SP,-23.48045169107602,-46.74269472585938
875,4aba391bc3b88717ce08eb11e44937b2,45816,arraial d'ajuda (porto seguro),BA,,
876,fcba71d4d5db057f43249145e4eb1e27,13481,limeira,SP,-22.600556474252752,-47.40776690336797
877,c747d5b92c7648417faea95d36d763e8,61800,pacatuba,CE,-3.9469539799532605,-38.6140370322388
878,715bbd5ba4e6b74cb0d2f29eb45058b0,13930,serra negra,SP,-22.61618709340345,-46.71042892850524
879,1430239a858e7682bbc43b20758af153,4087,sao paulo,SP,-23.609375889023017,-46.660573848604095
880,bb7a14e229b1c95156719c3d9552eeee,23095,rio de janeiro,RJ,-22.86902739598968,-43.55555140912614
881,d598f929fc44e1e38678e7f47250ec04,73801,formosa,GO,-15.541428321061172,-47.33776053845664
882,edc518ba25576a0188a0e8f2c3af186f,7023,guarulhos,SP,-23.47773926540746,-46.54186292119741
883,4c18691b6037662be2df78a765d98ab5,3167,sao paulo,SP,-23.55627449106875,-46.59425078958242
884,8f2b51a30523cdecddc2f179f351c7d6,4833,sao paulo,SP,-23.74047446690663,-46.70382071483224
885,6b536a23086fba0d58c08d68814397f6,24346,niteroi,RJ,-22.950594666863903,-43.02679090801053
886,95f83f51203c626648c875dd41874c7f,37564,borda da mata,MG,-22.262802188522702,-46.170735100123686
887,6b243f80ed07b10f0e8aa0f21a205f3c,81825,curitiba,PR,-25.528809229150262,-49.276057531526426
888,e7f3bf1ecd8526eb7f3b18059e6716e5,11680,ubatuba,SP,-23.453497630299413,-45.093703696151486
889,4d600e08ecbe08258c79e536c5a42fee,85988,entre rios do oeste,PR,-24.703470040297063,-54.240539117702625
890,2089a6d640999f9b9141ac719b2af596,13566,sao carlos,SP,-21.999487918336282,-47.88786935278431
891,2a167ca73899c85001a837d8fb4962f6,37540,sao paulo,SP,,
892,458c6fa920810ce2492da71bc26d9eec,15813,catanduva,SP,-21.128873359894232,-49.01726943140035
893,7494d0dcba8551df6cf37f1b905dc2f7,11013,santos,SP,-23.938839327667406,-46.326237431738484
894,698f5fa55a5f73d0740e9d9a773e8093,20751,rio de janeiro,RJ,-22.883848522306025,-43.30564273023548
895,4f0d637c1197fd65405ebd755ac9f86b,6768,taboao da serra,SP,-23.607693000000005,-46.75265774999998
896,3969863bb8af7f72580b3b1ffd3a17b3,3550,sao paulo,SP,-23.531455678383224,-46.50727859361229
897,2a5b78b41cd05baeac8df54c6606b92c,35570,formiga,MG,-20.462288456392713,-45.43342550961002
898,1f7dfad2cb384ea4d2d7e1ffbd78c407,1139,sao paulo,SP,-23.52040307916603,-46.666370878631554
899,08f5819815f3d06545011850bd70f0a8,11075,santos,SP,-23.95426278142645,-46.33766255766887
900,b32be1695eb7ec5f10f72d9610a12527,95012,caxias do sul,RS,-29.172757663583155,-51.210401188875736
901,b94cc9f10ddc85e4ba73a6f7974e7101,27930,macae,RJ,-22.40080288036707,-41.81484893344413
902,53243585a1d6dc2643021fd1853d8905,42738,lauro de freitas,BA,-12.893814632133868,-38.33893569150663
903,6df688df543f90e9b38f4319e75a9d88,31230,belo horizonte,MG,-19.896561569528053,-43.956966850039315
904,7f40d06aa0b5f1aa4f41af8c0480e2ef,13506,rio claro,SP,-22.391124182771183,-47.548853066468276
905,dd88d13bea9e4c2bf47daf224f8141e5,95900,lajeado,RS,-29.460820199051625,-51.966482632096465
906,72c38a04bd6a1c3dbc5298425a0db86d,85804,cascavel,PR,-24.98648075226785,-53.49356617221048
907,9e17b9d64683aebcbb9ee362d06463b4,14020,ribeirao preto,SP,-21.2003057274864,-47.80256738061809
908,b5bb2b985208834bd5bd86c7a402bbad,95800,venancio aires,RS,-29.611215299839454,-52.19417393034304
909,b1fecf4da1fa2689bccffa0121953643,79107,campo grande,MS,-20.432456942757216,-54.6721644190093
910,7b1222c3624aa89b9558b50a2594188c,15041,sao jose do rio preto,SP,-20.790962541044728,-49.417818294472355
911,e595809a6c31ec4314fd06ef198c244d,88370,navegantes,SC,-26.890554601735612,-48.655216397462596
912,ba6b68b55fe8704377a7d43c8e5c0185,30130,belo horizonte,MG,-19.931996557590267,-43.93228112770117
913,b8114f2f589a6804810f04f99b36b498,9633,sao bernardo do campo,SP,-23.654286415458294,-46.56701948898477
914,83d7070a0b9a8b4625fa8682b819fabb,6717,cotia,SP,-23.609279814450804,-46.91780970449471
915,570d4583587a5fe2d47c7be89b91ad27,2220,sao paulo,SP,-23.489804745555258,-46.57805772509939
916,9591fc341b1bfb7ef561e2968ec6e011,4456,sao paulo,SP,-23.685617809494214,-46.678313102013384
917,0af977692321d895349eded183341d28,11070,santos,SP,-23.956116523979436,-46.34427931872522
918,b33aaadd1a8891d2dfef0c4c3bdf0371,13481,limeira,SP,-22.600556474252752,-47.40776690336797
919,5d9dc90a686a8fddacffab6bab5653a3,6513,santana de parnaiba,SP,-23.461255490967474,-46.91590632420403
920,cc80e2f693fa6e2408f47ccf62413fc1,81050,curitiba,PR,-25.490156819212228,-49.3022318506541
921,dee656f0f566ed1aa85bd137c943f08f,12701,cruzeiro,SP,-22.578480898503827,-44.961783454390364
922,ace601496e211a664100321f038f50af,2372,sao paulo,SP,-23.460248290530348,-46.624859816774276
923,d673a59aac7a70d8b01e6902bf090a11,14940,ibitinga,SP,-21.757225105309477,-48.82954113566027
924,966cb4760537b1404caedd472cc610a5,9920,diadema,SP,-23.681439913970667,-46.62268210114378
925,d4a5e99e0dd915df64ba55a7fbd583fd,5041,sao paulo,SP,-23.523883138055513,-46.69401056069604
926,6bcb2352a2a0c38b845f598298ab9d26,87050,maringa,PR,-23.43089558269375,-51.91815458314278
927,2c2c9832d1bb38c5b0034a3b47d313ee,97050,santa maria,RS,-29.689891453200662,-53.798099792742505
928,f3b80352b986ab4d1057a4b724be19d0,71200,brasilia,DF,-15.800168146206762,-47.96225418712332
929,b452cb0ae35044c4a53179c39f49fb06,18047,sorocaba,SP,-23.522078947674647,-47.463062807420734
930,0307f7565ff85b299b6e5ef162b1b1a9,15085,sao jose do rio preto,SP,-20.836055478387365,-49.38660230533204
931,ffeee66ac5d5a62fe688b9d26f83f534,15130,mirassol,SP,-20.81507602865099,-49.507089050663794
932,3bfad056cf05c00dabe2f895925d83b1,6033,osasco,SP,-23.560321556312243,-46.77804011762417
933,9aa388272ee334b6ae07bc73706e254a,36886,muriae,MG,-21.136388018041888,-42.399282851834
934,74bafed391319577bce6f4d2acc0589a,1311,sao paulo,SP,-23.56425542523942,-46.65264726326218
935,2b03ac196f5ed62ac483960fe0fa3b65,2510,sao paulo,SP,-23.512809248712077,-46.651776809478605
936,0b64bcdb0784abc139af04077d49a20e,92420,canoas,RS,-29.88526802875527,-51.17791532471876
937,0bfd0b434243adc5c2e1aa6baf19c6aa,22745,rio de janeiro,RJ,-22.934907176614402,-43.33370653181594
938,92d14edfb62ee5ae7fdff70b0f4e7233,9810,sao bernardo do campo,SP,-23.719376562169025,-46.56538174536106
939,5e105f5c9f63f5f1fd75d6cb942e55b1,15076,sao jose do rio preto,SP,-20.831733335893475,-49.35214660026992
940,2fb25ab44bdbeae6a4d816e0d0c9d500,27274,volta redonda,RJ,-22.508002485381862,-44.12981791033659
941,ed4311e67debd72b8610a5347a743087,7170,guarulhos,SP,-23.432884521452223,-46.4384445869608
942,5bf397d04035b5f45cc41e82ec106803,4144,sao paulo,SP,-23.620154106589016,-46.640551682208525
943,f9bbdd976532d50b7816d285a22bd01e,5319,sao paulo,SP,-23.53853266665322,-46.72746638584925
944,e3e15e2c0b9700561efac21c6be48066,5315,sao paulo,SP,-23.53371586276114,-46.73145032597889
945,a5bff0f43eb51f0cad7c37fac7244c8a,4827,sao paulo,SP,-23.721540634528964,-46.70167579324073
946,f52c2422904463fdd7741f99045fecb6,9230,santo andre/sao paulo,SP,,
947,14f2b3587172b9db894c9bad8dab520b,95240,ipe,RS,-28.801485530492968,-51.290652721356494
948,1354d51653f645349064725ed204e85e,1230,sao paulo,SP,-23.536751696778555,-46.65769095451024
949,eaaa46e98c9e61f6764dd1d7a2ab8b3e,59775,messias targino,RN,-6.079178863348905,-37.51419087572665
950,5b664594895aefb418afaee6d40a9a23,25750,petropolis,RJ,-22.335694870159465,-43.12597931657379
951,bf00385a5f7fc1ef39a13c2e9ee50a5f,1224,sao paulo,SP,-23.541607079975815,-46.65222778755376
952,391bbd13b6452244774beff1824006ed,13082,campinas,SP,-22.842360782688683,-47.10447361361512
953,c714262700f93defc16bf17a51a4cb23,2751,sao paulo,SP,-23.490573996478904,-46.68161033880187
954,bcd2d7510d58e293f20fad6438c1b314,81540,curitiba,PR,-25.466535662062196,-49.2216739159278
955,ec4608a1f76453166bb312b2968aeaf4,13660,porto ferreira,SP,-21.867396479393847,-47.47862930181371
956,5c603ffb38cbbf25a0e0698941324143,37004,varginha,MG,-21.5604585878741,-45.43177714214621
957,2bd05d410a8fd26dc4184a15f4f2f588,31130,belo horizonte,MG,-19.89186840428718,-43.942368830288096
958,4dab98ca6cd6d3df586203cefd28a042,91150,porto alegre,RS,-30.004383697817307,-51.11830891370757
959,293dee954235e4e4e43f129313625ebe,72125,brasilia,DF,-15.812749920987338,-48.06789033240743
960,cd68562d3f44870c08922d380acae552,14050,ribeirao preto,SP,-21.17296091786969,-47.82265435653519
961,082e0bf4cb865a6533b1e8e498cc0255,18608,botucatu,SP,-22.86581241535442,-48.461073070014805
962,c286ec035ee04ba81c97508f0b5df544,81320,curitiba,PR,-25.476285984296243,-49.318322591496894
963,dd8a29ce82d5c705ba932d81494600a5,8220,sao paulo,SP,-23.537543853197253,-46.4670302231102
964,41da412d33e8da4f22baf55cb1bde82c,29260,domingos martins,ES,-20.36202443550713,-40.68169578734027
965,782f78b632a43875dd5b53e3e49c9564,13030,campinas,SP,-22.924853869284313,-47.07411730856864
966,28405831a29823802aa22c084cfd0649,3644,sao paulo,SP,-23.52656124884743,-46.53347730543309
967,fe19dce63ae80346207c6c55713d1023,38010,uberaba,MG,-19.748524964815964,-47.936414060346834
968,a67780aba9dd436e7ac0aa1f889e73ec,19027,presidente prudente,SP,-22.112238126893725,-51.421301858080945
969,d594982fd877af63ace38ea1fca27c76,1031,sao paulo,SP,-23.541357903344544,-46.634942269447954
970,dda37071807e404c5bb2a1590c66326f,3282,sao paulo,SP,-23.587694227061455,-46.545897383342115
971,5bc55dbe2f12b6af6d83ed46023e0dc8,35170,coronel fabriciano,MG,-19.50674249694519,-42.62849774464592
972,b1b3948701c5c72445495bd161b83a4c,3390,sao paulo,SP,-23.59221360523816,-46.5259452173358
973,4e92348462c75b6c842b994ce84a0ed4,94930,cachoeirinha,RS,-29.942625455356414,-51.10765369617241
974,6e13dd869aa7185f601c941423abcc8f,5311,sao paulo,SP,-23.529496447921225,-46.74012215021559
975,723cd880edaacdb998898b67c8f9da30,14940,ibitinga,SP,-21.757225105309477,-48.82954113566027
976,00ee68308b45bc5e2660cd833c3f81cc,3333,sao paulo,SP,-23.55590637797668,-46.56929732823461
977,1fbe10c70e30765ed1de86d9f7e98409,9320,maua,SP,-23.659890692613775,-46.441375932172576
978,001e6ad469a905060d959994f1b41e4f,24754,sao goncalo,RJ,-22.871933321417536,-43.02695064485391
979,685b870da5b52a710782c9c0fefbeb5b,9820,sao bernardo do campo,SP,-23.742019373103492,-46.554472086435226
980,701938c450705b8ae65fc923b70f35c7,15014,s jose do rio preto,SP,,
981,f3862c2188522d89860c38a3ea8b550d,14092,ribeirao preto,SP,-21.1774947273759,-47.76831102590412
982,f5f1f2c5f923f36ad79ea1d07185ddc9,19820,taruma,SP,-22.74907766186417,-50.5790617994749
983,cf8ab1616079e2793aa29d524df01bb1,4088,sao paulo,SP,-23.60531821328211,-46.66071159379623
984,160851d3ece7aa1a510f8d1a4bb8a8af,17400,garca,SP,-22.21121761288043,-49.65852295736749
985,61c36f0fc4a47f9532e5512b66668e62,7043,guarulhos,SP,-23.48396868719898,-46.55120594292056
986,59b22a78efb79a4797979612b885db36,38414,uberlandia,MG,-18.921033755735365,-48.3299075304387
987,553a440137d6e0cf776aee0bb83ac9f5,13481,limeira,SP,-22.600556474252752,-47.40776690336797
988,ea8482cd71df3c1969d7b9473ff13abc,4160,sao paulo,SP,-23.625439622300366,-46.61208243927651
